,kl_global,kl_adapted,delta,n
37720,0.12067767232656479,0.1263405978679657,-0.005662925541400909,8.0
12167,0.3025663495063782,0.24702739715576172,0.055538952350616455,12.0
51024,0.3606352210044861,0.3971392810344696,-0.03650406002998352,27.0
14891,0.3709181547164917,0.4261991083621979,-0.05528095364570618,4.0
8430,0.8046004176139832,0.3095000386238098,0.49510037899017334,3.0
6935,1.3013911247253418,1.1452131271362305,0.15617799758911133,16.0
16916,0.3118327856063843,0.26329413056373596,0.048538655042648315,12.0
26539,0.48513534665107727,0.510495662689209,-0.025360316038131714,14.0
27477,0.2767329812049866,0.21517357230186462,0.06155940890312195,12.0
37552,0.2310781180858612,0.17903383076190948,0.05204428732395172,14.0
65140,0.012156440876424313,0.012221685610711575,-6.524473428726196e-05,4.0
15817,0.22418314218521118,0.20377349853515625,0.02040964365005493,4.0
13573,0.23261462152004242,0.19991318881511688,0.03270143270492554,4.0
50102,0.8975791931152344,0.9631452560424805,-0.0655660629272461,9.0
52421,0.16332374513149261,0.1547333300113678,0.008590415120124817,5.0
38388,0.34907233715057373,0.35570356249809265,-0.006631225347518921,8.0
64751,0.6658950448036194,0.6416652798652649,0.024229764938354492,14.0
21879,0.32601529359817505,0.3685702085494995,-0.04255491495132446,4.0
20958,0.39823904633522034,0.44051456451416016,-0.04227551817893982,3.0
2143,0.9274389743804932,0.8612759709358215,0.06616300344467163,4.0
44368,0.6810668706893921,0.5602443814277649,0.1208224892616272,9.0
36496,0.06570972502231598,0.07213148474693298,-0.006421759724617004,3.0
48861,0.5557632446289062,0.4652959108352661,0.09046733379364014,13.0
21875,0.7509036064147949,0.7528618574142456,-0.0019582509994506836,8.0
15444,0.330862820148468,0.3009800910949707,0.029882729053497314,5.0
4282,0.34563860297203064,0.2699396312236786,0.07569897174835205,20.0
32346,0.4956306517124176,0.5204099416732788,-0.024779289960861206,3.0
34026,0.798115611076355,0.8009199500083923,-0.0028043389320373535,4.0
51260,0.36688926815986633,0.17711985111236572,0.1897694170475006,16.0
45536,0.33998212218284607,0.43685874342918396,-0.09687662124633789,16.0
28234,0.8554481267929077,0.8252325057983398,0.03021562099456787,30.0
22195,0.5701231807470322,0.31509749591350555,0.2550256848335266,34.0
13598,0.26241588592529297,0.14269939064979553,0.11971649527549744,4.0
